"フィールド名/Field Name","日本語表示名称/Japanese Display Name","英語表示名称/English Display Name","XML属性/XML Attribute","型/Type","組合せ不可フィールド/Not Compatible Fields","動作区分/Behavior Type","日本語返却値/Japanese Display Values","英語返却値/English Display Values","備考/Note"
"INVIEW_CLICK_RATE","ビューアブルクリック率（旧）","Viewable CTR (previous)","viewableCtrPrevious","DOUBLE","[AGE, CITY_ID, CITY_NAME, CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME, GENDER, PREF_ID, PREF_NAME, WARD_ID, WARD_NAME]","Metric","","",""
"AVG_CPV","平均CPV","Avg. CPV","avgCpv","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"VIDEO_VIEWS_TO_25","動画の25%再生数","25% video views","videoViewsTo25","LONG","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"VIDEO_VIEWS_TO_50","動画の50%再生数","50% video views","videoViewsTo50","LONG","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"VIDEO_VIEWS_TO_75","動画の75%再生数","75% video views","videoViewsTo75","LONG","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"VIDEO_VIEWS_TO_95","動画の95%再生数","95% video views","videoViewsTo95","LONG","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"VIDEO_VIEWS_TO_100","動画の100%再生数","100% video views","videoViewsTo100","LONG","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"AVG_PERCENT_VIDEO_VIEWED","動画の平均再生率","Avg. video view rate","avgVideoViewRate","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"AVG_DURATION_VIDEO_VIEWED","動画の平均再生時間（秒）","Avg. duration of video viewed","avgDurationOfVideoViewed","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"VIDEO_VIEWS","動画の再生開始数","Video views","videoViews","LONG","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"PAID_VIDEO_VIEWS","課金が発生した動画再生数（CPV課金キャンペーンのみ）","Paid video views (CPV)","paidVideoViewsCPV","LONG","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"PAID_VIDEO_VIEW_RATE","課金が発生した動画再生率（CPV課金キャンペーンのみ）","Paid video view rate (CPV)","paidVideoViewRateCPV","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"VIDEO_VIEWS_TO_3_SEC","動画の3秒再生数","3 sec video views","videoViewsTo3sec","LONG","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"CONVERSIONS","コンバージョン数","Conversions","conversions","LONG",,"Metric","","",""
"CONV_RATE","コンバージョン率","Conv. rate","convRate","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"COST_PER_CONV","コスト/コンバージョン数","Cost/conv.","costPerConv","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"CONV_VALUE","コンバージョンの価値","Conv. value","convValue","LONG",,"Metric","","",""
"VALUE_PER_CONV","コンバージョンの価値/コンバージョン数","Conv. value/conv.","convValuePerConv","DOUBLE",,"Metric","","",""
"ALL_CONV","コンバージョン数（全て）","Conversions (all)","ConversionsAll","LONG",,"Metric","","",""
"ALL_CONV_RATE","コンバージョン率（全て）","Conv. rate (all)","convRateAll","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"COST_PER_ALL_CONV","コスト/コンバージョン数（全て）","Cost/conv. (all)","costPerConvAll","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"ALL_CONV_VALUE","コンバージョンの価値（全て）","Conv. value (all)","convValueAll","LONG",,"Metric","","",""
"VALUE_PER_ALL_CONV","コンバージョンの価値（全て）/コンバージョン数（全て）","Conv. value (all)/conv. (all)","convValueAllPerConvAll","DOUBLE",,"Metric","","",""
"CONVERSIONS_VIA_AD_CLICK","コンバージョン数（クリック経由）","Conversions (via click)","conversionsViaClick","LONG",,"Metric","","",""
"CONVERSION_RATE_VIA_AD_CLICK","コンバージョン率（クリック経由）","Conv. rate (via click)","convRateViaClick","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"COST_PER_CONV_VIA_AD_CLICK","コスト/コンバージョン数（クリック経由）","Cost/conv. (via click)","costPerConvViaClick","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"CONV_VALUE_VIA_AD_CLICK","コンバージョンの価値（クリック経由）","Conv. value (via click)","convValueViaClick","LONG",,"Metric","","",""
"VALUE_PER_CONV_VIA_AD_CLICK","コンバージョンの価値（クリック経由）/コンバージョン数（クリック経由）","Conv. value (via click)/conv. (via click)","convValueViaClickPerConvViaClick","DOUBLE",,"Metric","","",""
"CROSS_DEVICE_CONVERSIONS","クロスデバイスコンバージョン数","Cross-device conv.","crossDeviceConv","LONG",,"Metric","","",""
"CONV_VALUE_PER_COST","コンバージョンの価値/コスト","Conv. value/cost","convValuePerCost","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"ALL_CONV_VALUE_PER_COST","コンバージョンの価値（全て）/コスト","Conv. value (all)/cost","convValueAllPerCost","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"CONV_VALUE_VIA_AD_CLICK_PER_COST","コンバージョンの価値（クリック経由）/コスト","Conv. value (via click)/cost","convValueViaClickPerCost","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"IMPS_PREV","インプレッション数（旧）","Impressions (previous)","impressionsPrevious","LONG","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"CLICK_RATE_PREV","クリック率（旧）","CTR (previous)","ctrPrevious","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"AVG_CPM","平均CPM","Avg. CPM","avgCpm","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"AVG_VCPM","平均vCPM","Avg. vCPM","avgVCpm","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"MEASURED_IMPS","メジャードインプレッション数","Measured impressions","measuredImpressions","LONG","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"VIEWABLE_CLICK","ビューアブルクリック数","Viewable clicks","viewableClicks","LONG","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"MEASURED_IMPS_RATE","メジャードインプレッション測定率","Measured impression rate","measuredImpressionRate","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"VIEWABLE_IMPS_RATE","ビューアブルインプレッション率","Viewable impression rate","viewableImpressionRate","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"VIEWABLE_CLICK_RATE","ビューアブルクリック率","Viewable CTR","viewableCtr","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"VIDEO_VIEWS_TO_10_SEC","動画の10秒再生数","10 sec video views","videoViewsTo10sec","LONG","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"IMPRESSION_SHARE","インプレッションシェア","Impression share","impressionShare","DOUBLE","[AD_ID, AD_LABELS, AD_LABELS_JSON, AD_LABEL_IDS_JSON, AD_LAYOUT, AD_NAME, AD_STYLE, AD_TITLE, AD_TYPE, AD_USER_STATUS, AGE, APPLI, CARRIER, CITY_ID, CITY_NAME, CONTENT_KEYWORD, CONTENT_KEYWORD_ID, CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME, DESCRIPTION1, DESCRIPTION2, DESTINATION_URL_CAMPAIGN_BANNER, DEVICE, DISPLAY_URL, FINAL_URL, GENDER, IMAGE_OPTION, MEDIA_AD_FORMAT, MEDIA_FILE_NAME, MEDIA_ID, MEDIA_NAME, OS, PREF_ID, PREF_NAME, RADIUS_DISTANCE, RADIUS_TARGET, RESPONSIVE_ADS_TYPE, SEARCHKEYWORD, SEARCHKEYWORD_ID, TRACKING_URL, URL_ID, URL_NAME, WARD_ID, WARD_NAME]","Metric","","","データを取得できない場合、空の値が設定されます。 / When failed to acquire data, a blank will be set."
"IMPRESSION_SHARE_BUDGET_LOSS","インプレッションシェア損失率（予算）","Lost impression share (budget)","budgetImpressionShareLostRate","DOUBLE","[ADGROUP_ID, ADGROUP_LABELS, ADGROUP_LABELS_JSON, ADGROUP_LABEL_IDS_JSON, ADGROUP_NAME, ADGROUP_USER_STATUS, AD_ID, AD_LABELS, AD_LABELS_JSON, AD_LABEL_IDS_JSON, AD_LAYOUT, AD_NAME, AD_STYLE, AD_TITLE, AD_TYPE, AD_USER_STATUS, AGE, APPLI, CARRIER, CITY_ID, CITY_NAME, CONTENT_KEYWORD, CONTENT_KEYWORD_ID, CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME, DESCRIPTION1, DESCRIPTION2, DESTINATION_URL_CAMPAIGN_BANNER, DEVICE, DISPLAY_URL, FINAL_URL, GENDER, IMAGE_OPTION, MEDIA_AD_FORMAT, MEDIA_FILE_NAME, MEDIA_ID, MEDIA_NAME, OS, PREF_ID, PREF_NAME, RADIUS_DISTANCE, RADIUS_TARGET, RESPONSIVE_ADS_TYPE, SEARCHKEYWORD, SEARCHKEYWORD_ID, TRACKING_URL, URL_ID, URL_NAME, WARD_ID, WARD_NAME]","Metric","","","データを取得できない場合、空の値が設定されます。 / When failed to acquire data, a blank will be set."
"IMPRESSION_SHARE_RANK_LOSS","インプレッションシェア損失率（ランク）","Lost impression share (rank)","rankImpressionShareLostRate","DOUBLE","[AD_ID, AD_LABELS, AD_LABELS_JSON, AD_LABEL_IDS_JSON, AD_LAYOUT, AD_NAME, AD_STYLE, AD_TITLE, AD_TYPE, AD_USER_STATUS, AGE, APPLI, CARRIER, CITY_ID, CITY_NAME, CONTENT_KEYWORD, CONTENT_KEYWORD_ID, CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME, DESCRIPTION1, DESCRIPTION2, DESTINATION_URL_CAMPAIGN_BANNER, DEVICE, DISPLAY_URL, FINAL_URL, GENDER, IMAGE_OPTION, MEDIA_AD_FORMAT, MEDIA_FILE_NAME, MEDIA_ID, MEDIA_NAME, OS, PREF_ID, PREF_NAME, RADIUS_DISTANCE, RADIUS_TARGET, RESPONSIVE_ADS_TYPE, SEARCHKEYWORD, SEARCHKEYWORD_ID, TRACKING_URL, URL_ID, URL_NAME, WARD_ID, WARD_NAME]","Metric","","","データを取得できない場合、空の値が設定されます。 / When failed to acquire data, a blank will be set."
"SPECIAL_PRODUCT_TYPE","キャンペーン掲載タイプ","Campaign delivery type","specialProductType","STRING",,"Attribute","eコマース,自社入稿,セールスプロモーション,標準","Ecommerce,In-house,Sales promotion,Standard",""
"CONV_VALUE_VIA_VIEW_THROUGH","ビュースルーコンバージョン数","View-through conversions","convValueViaViewThrough","LONG",,"Metric","","",""
"VIDEO_VIEW_THROUGH_RATE","動画の再生完了率","Video view through rate","videoViewThroughRate","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"CONVERSION_ID","コンバージョンID","Conversion ID","conversionID","STRING","[ALL_CONV_RATE, ALL_CONV_VALUE_PER_COST, AVG_CPC, AVG_CPM, AVG_CPV, AVG_DELIVER_RANK, AVG_DURATION_VIDEO_VIEWED, AVG_PERCENT_VIDEO_VIEWED, AVG_VCPM, CLICK, CLICK_RATE, CLICK_RATE_PREV, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_RATE_VIA_AD_CLICK, CONV_RATE, CONV_VALUE_PER_COST, CONV_VALUE_VIA_AD_CLICK_PER_COST, COST, COST_PER_ALL_CONV, COST_PER_CONV, COST_PER_CONV_VIA_AD_CLICK, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, IMPS, IMPS_PREV, INVIEW_CLICK, INVIEW_CLICK_RATE, INVIEW_RATE, MATERIAL_VIEWABLE_CLICK_RATE, MATERIAL_VIEWABLE_IMPS, MEASURED_IMPS, MEASURED_IMPS_RATE, PAID_VIDEO_VIEWS, PAID_VIDEO_VIEW_RATE, TOTAL_VIEWABLE_IMPS, VIDEO_VIEWS, VIDEO_VIEWS_TO_100, VIDEO_VIEWS_TO_10_SEC, VIDEO_VIEWS_TO_25, VIDEO_VIEWS_TO_3_SEC, VIDEO_VIEWS_TO_50, VIDEO_VIEWS_TO_75, VIDEO_VIEWS_TO_95, VIDEO_VIEW_THROUGH_RATE, VIEWABLE_CLICK, VIEWABLE_CLICK_RATE, VIEWABLE_IMPS, VIEWABLE_IMPS_RATE]","Attribute","","",""
"CONTENT_KEYWORD_ID","コンテンツキーワードID","Content keyword ID","contentKeywordID","LONG","[CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS]","Segment","","",""
"CONTENT_KEYWORD","コンテンツキーワード","Content keyword","contentKeyword","STRING","[CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS]","Segment","","",""
"CONVERSION_GROUP_NAME","コンバージョングループ名","Conversion group name","conversionGroupName","STRING","[AD_STYLE, AGE, ALL_CONV_RATE, ALL_CONV_VALUE_PER_COST, APPLI, AVG_CPC, AVG_CPM, AVG_CPV, AVG_DELIVER_RANK, AVG_DURATION_VIDEO_VIEWED, AVG_PERCENT_VIDEO_VIEWED, AVG_VCPM, CARRIER, CITY_ID, CITY_NAME, CLICK, CLICK_RATE, CLICK_RATE_PREV, CONTENT_KEYWORD, CONTENT_KEYWORD_ID, CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME, CONVERSION_RATE_VIA_AD_CLICK, CONV_RATE, CONV_VALUE_PER_COST, CONV_VALUE_VIA_AD_CLICK_PER_COST, COST, COST_PER_ALL_CONV, COST_PER_CONV, COST_PER_CONV_VIA_AD_CLICK, DEVICE, FINAL_URL, GENDER, IMAGE_OPTION, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, IMPS, IMPS_PREV, INVIEW_CLICK, INVIEW_CLICK_RATE, INVIEW_RATE, MATERIAL_VIEWABLE_CLICK_RATE, MATERIAL_VIEWABLE_IMPS, MEASURED_IMPS, MEASURED_IMPS_RATE, MEDIA_AD_FORMAT, MEDIA_FILE_NAME, MEDIA_ID, MEDIA_NAME, OS, PAID_VIDEO_VIEWS, PAID_VIDEO_VIEW_RATE, PREF_ID, PREF_NAME, SEARCHKEYWORD, SEARCHKEYWORD_ID, TOTAL_VIEWABLE_IMPS, TRACKING_URL, URL_ID, URL_NAME, VIDEO_VIEWS, VIDEO_VIEWS_TO_100, VIDEO_VIEWS_TO_10_SEC, VIDEO_VIEWS_TO_25, VIDEO_VIEWS_TO_3_SEC, VIDEO_VIEWS_TO_50, VIDEO_VIEWS_TO_75, VIDEO_VIEWS_TO_95, VIDEO_VIEW_THROUGH_RATE, VIEWABLE_CLICK, VIEWABLE_CLICK_RATE, VIEWABLE_IMPS, VIEWABLE_IMPS_RATE, WARD_ID, WARD_NAME]","Attribute","","",""
"CONVERSION_GROUP_ID","コンバージョングループID","Conversion group ID","conversionGroupID","LONG","[AD_STYLE, AGE, ALL_CONV_RATE, ALL_CONV_VALUE_PER_COST, APPLI, AVG_CPC, AVG_CPM, AVG_CPV, AVG_DELIVER_RANK, AVG_DURATION_VIDEO_VIEWED, AVG_PERCENT_VIDEO_VIEWED, AVG_VCPM, CARRIER, CITY_ID, CITY_NAME, CLICK, CLICK_RATE, CLICK_RATE_PREV, CONTENT_KEYWORD, CONTENT_KEYWORD_ID, CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME, CONVERSION_RATE_VIA_AD_CLICK, CONV_RATE, CONV_VALUE_PER_COST, CONV_VALUE_VIA_AD_CLICK_PER_COST, COST, COST_PER_ALL_CONV, COST_PER_CONV, COST_PER_CONV_VIA_AD_CLICK, DEVICE, FINAL_URL, GENDER, IMAGE_OPTION, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, IMPS, IMPS_PREV, INVIEW_CLICK, INVIEW_CLICK_RATE, INVIEW_RATE, MATERIAL_VIEWABLE_CLICK_RATE, MATERIAL_VIEWABLE_IMPS, MEASURED_IMPS, MEASURED_IMPS_RATE, MEDIA_AD_FORMAT, MEDIA_FILE_NAME, MEDIA_ID, MEDIA_NAME, OS, PAID_VIDEO_VIEWS, PAID_VIDEO_VIEW_RATE, PREF_ID, PREF_NAME, SEARCHKEYWORD, SEARCHKEYWORD_ID, TOTAL_VIEWABLE_IMPS, TRACKING_URL, URL_ID, URL_NAME, VIDEO_VIEWS, VIDEO_VIEWS_TO_100, VIDEO_VIEWS_TO_10_SEC, VIDEO_VIEWS_TO_25, VIDEO_VIEWS_TO_3_SEC, VIDEO_VIEWS_TO_50, VIDEO_VIEWS_TO_75, VIDEO_VIEWS_TO_95, VIDEO_VIEW_THROUGH_RATE, VIEWABLE_CLICK, VIEWABLE_CLICK_RATE, VIEWABLE_IMPS, VIEWABLE_IMPS_RATE, WARD_ID, WARD_NAME]","Attribute","","",""
"FINAL_URL","最終リンク先URL","Final URL","finalURL","STRING","[CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, URL_ID, URL_NAME]","Segment","","",""
"TRACKING_URL","トラッキングURL","Tracking URL","trackingURL","STRING","[CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, URL_ID, URL_NAME]","Segment","","",""
"MATERIAL_VIEWABLE_IMPS","パネル別ビューアブルインプレッション数","Viewable impressions per panel","viewableImpressionsPerPanel","LONG","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"MATERIAL_VIEWABLE_CLICK_RATE","パネル別ビューアブルクリック率","Viewable CTR per panel","viewableCtrPerPanel","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"RADIUS_TARGET","半径指定範囲","Target radius","radiusTarget","STRING","[CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, INVIEW_CLICK, INVIEW_CLICK_RATE, INVIEW_RATE, TOTAL_VIEWABLE_IMPS, PREF_ID, PREF_NAME, CITY_ID, CITY_NAME, WARD_ID, WARD_NAME]","Segment","","",""
"RADIUS_DISTANCE","指定地点からの距離","Distance from target location","radiusDistance","STRING","[CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, INVIEW_CLICK, INVIEW_CLICK_RATE, INVIEW_RATE, TOTAL_VIEWABLE_IMPS, PREF_ID, PREF_NAME, CITY_ID, CITY_NAME, WARD_ID, WARD_NAME]","Segment","","",""
"RESPONSIVE_ADS_TYPE","レスポンシブ広告入稿タイプ","Responsive ads type","responsiveAdsType","STRING","[IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS]","Attribute","固定,アセット（複数素材）","Fixed,Assets (multiple elements)",""
